Admission,ಅಡ್ಮಿಶನ್,,Admission time/procedure was too long,ಅಡ್ಮಿಶನ್ ಪ್ರಕ್ರಿಯೆಯು ತುಂಬಾ ಸಮಯ ತೆಗೆದುಕೊಂಡಿತು,,Admission duration
Admission,ಅಡ್ಮಿಶನ್,,Unsatisfied with the admission staff response,ಪ್ರವೇಶ ಸಿಬ್ಬಂದಿ ಪ್ರತಿಕ್ರಿಯೆಯಿಂದ ಅತೃಪ್ತಿ,,Admission staff response
Admission,ಅಡ್ಮಿಶನ್,,Proper information on wards/services not given,ವಾರ್ಡ್/ಸೇವೆಗಳ ಬಗ್ಗೆ ಸರಿಯಾದ ಮಾಹಿತಿಯನ್ನು ನೀಡಲಾಗಿಲ್ಲ,,Service information
Admission,ಅಡ್ಮಿಶನ್,,Treatment cost & estimations were not explained,ಚಿಕಿತ್ಸೆಯ ವೆಚ್ಚ ಮತ್ತು ಅಂದಾಜುಗಳನ್ನು ವಿವರಿಸಲಾಗಿಲ್ಲ,,Cost explanation
Admission,ಅಡ್ಮಿಶನ್,,Other admission issues,ಇತರ ಅಡ್ಮಿಶನ್ ಸಮಸ್ಯೆಗಳು,,Other admission issues
Housekeeping,ಹೌಸ್ ಕೀಪಿಂಗ್,,Bad odour in the room,ಕೋಣೆಯಲ್ಲಿ ಕೆಟ್ಟ ವಾಸನೆ,,Bad odour in the room
Housekeeping,ಹೌಸ್ ಕೀಪಿಂಗ್,,Bed not prepared/ need to be prepared,ಹಾಸಿಗೆಯನ್ನು ಸಿದ್ಧಪಡಿಸಲಾಗಿಲ್ಲ / ಸಿದ್ಧಪಡಿಸಬೇಕಾಗಿದೆ,,Bed not prepared
Housekeeping,ಹೌಸ್ ಕೀಪಿಂಗ್,,Bedsheet is not clean/ need to be cleaned,ಬೆಡ್ಶೀಟ್ ಸ್ವಚ್ಛವಾಗಿಲ್ಲ / ಸ್ವಚ್ಛಗೊಳಿಸಬೇಕಾಗಿದೆ,,Bedsheet is not clean
Housekeeping,ಹೌಸ್ ಕೀಪಿಂಗ್,,Bathroom is not clean/ need to be cleaned,ಬಾತ್ರೂಮ್ ಸ್ವಚ್ಛವಾಗಿಲ್ಲ / ಸ್ವಚ್ಛಗೊಳಿಸಬೇಕಾಗಿದೆ,,Bathroom is not clean
Housekeeping,ಹೌಸ್ ಕೀಪಿಂಗ್,,Chairs are not clean/ need to be cleaned,ಕುರ್ಚಿಗಳು ಸ್ವಚ್ಛವಾಗಿಲ್ಲ / ಸ್ವಚ್ಛಗೊಳಿಸಬೇಕಾಗಿದೆ,,Chairs are not clean
Housekeeping,ಹೌಸ್ ಕೀಪಿಂಗ್,,Dust in the room,ಕೋಣೆಯಲ್ಲಿ ಧೂಳು,,Dust in the room
Housekeeping,ಹೌಸ್ ಕೀಪಿಂಗ್,,Glass is not clean/ need to be cleaned,ಗಾಜು ಸ್ವಚ್ಛವಾಗಿಲ್ಲ/ ಶುಚಿಗೊಳಿಸಬೇಕಾಗಿದೆ,,Glass is not clean
Housekeeping,ಹೌಸ್ ಕೀಪಿಂಗ್,,Cupboard is not clean/ need to be cleaned,ಬೀರು ಸ್ವಚ್ಛವಾಗಿಲ್ಲ/ ಸ್ವಚ್ಛಗೊಳಿಸಬೇಕಾಗಿದೆ,,Cupboard is not clean
Housekeeping,ಹೌಸ್ ಕೀಪಿಂಗ್,,Lift is not cleaned/ need to be cleaned,ಲಿಫ್ಟ್ ಅನ್ನು ಸ್ವಚ್ಛಗೊಳಿಸಲಾಗಿಲ್ಲ / ಸ್ವಚ್ಛಗೊಳಿಸಬೇಕಾಗಿದೆ,,Lift is not cleaned
Housekeeping,ಹೌಸ್ ಕೀಪಿಂಗ್,,Floor is not cleaned/ need to be cleaned,ನೆಲವನ್ನು ಸ್ವಚ್ಛಗೊಳಿಸಲಾಗಿಲ್ಲ / ಸ್ವಚ್ಛಗೊಳಿಸಬೇಕಾಗಿದೆ,,Floor is not cleaned
Housekeeping,ಹೌಸ್ ಕೀಪಿಂಗ್,,Room is not cleaned/ need to be cleaned,ಕೊಠಡಿಯನ್ನು ಸ್ವಚ್ಛಗೊಳಿಸಲಾಗಿಲ್ಲ / ಸ್ವಚ್ಛಗೊಳಿಸಬೇಕಾಗಿದೆ,,Room is not cleaned
Housekeeping,ಹೌಸ್ ಕೀಪಿಂಗ್,,Ward is not cleaned/ need to be cleaned,ವಾರ್ಡ್ ಸ್ವಚ್ಛಗೊಳಿಸಿಲ್ಲ/ ಸ್ವಚ್ಛಗೊಳಿಸಬೇಕಾಗಿದೆ,,Ward is not cleaned
Housekeeping,ಹೌಸ್ ಕೀಪಿಂಗ್,,Waste not removed from the dustbin,ಡಸ್ಟ್‌ಬಿನ್‌ನಿಂದ ತ್ಯಾಜ್ಯವನ್ನು ತೆಗೆಯಲಾಗಿಲ್ಲ,,Waste not removed
